origin,sector,destination,rate
CHN,prim,CHN,0.0
CHN,prim,USA,0.0156250912470605
CHN,prim,ROW,0.052654407478274844
CHN,manu,CHN,0.0
CHN,manu,USA,0.0156250912470605
CHN,manu,ROW,0.052654407478274844
CHN,serv,CHN,0.0
CHN,serv,USA,0.0
CHN,serv,ROW,0.0
USA,prim,CHN,0.10415690113465921
USA,prim,USA,0.0
USA,prim,ROW,0.052654407478274844
USA,manu,CHN,0.06501588139214658
USA,manu,USA,0.0
USA,manu,ROW,0.052654407478274844
USA,serv,CHN,0.0
USA,serv,USA,0.0
USA,serv,ROW,0.0
ROW,prim,CHN,0.10415690113465921
ROW,prim,USA,0.0156250912470605
ROW,prim,ROW,0.0
ROW,manu,CHN,0.06501588139214658
ROW,manu,USA,0.0156250912470605
ROW,manu,ROW,0.0
ROW,serv,CHN,0.0
ROW,serv,USA,0.0
ROW,serv,ROW,0.0
